date,open,high,low,close,volume
2022-09-28,103.49,104.14,103.04,103.83,95847820
2022-09-29,101.74,101.91,100.87,101.56,125651718
2022-09-30,102.09,102.9,101.84,101.9,78838962
2022-10-03,102.55,102.87,101.56,102.64,84117233
2022-10-04,101.15,101.16,100.55,101.06,119336971
2022-10-05,100.99,101.65,100.64,101.37,76365513
2022-10-06,101.78,101.9,101.24,101.5,65636001
2022-10-07,99.41,100.14,99.32,99.47,134602285
2022-10-10,99.98,100.2,99.81,100.14,102278664
2022-10-11,101.5,101.72,100.94,101.18,97887487
2022-10-12,102.99,103.27,102.66,103.21,134941984
2022-10-13,104.77,105.5,104.19,105.21,117170533
2022-10-14,102.19,102.69,101.98,102.67,136425662
2022-10-17,101.16,101.18,100.86,100.98,122785277
2022-10-18,101.56,102.31,101.22,101.95,108679938
2022-10-19,103.47,103.81,101.95,102.93,99580705
2022-10-20,103.27,104.65,103.2,103.92,94303253
2022-10-21,111.98,112.96,110.87,111.42,287050026
2022-10-24,112.67,113.37,111.98,112.6,89987497
2022-10-25,114.93,115.36,114.86,114.96,137013364
2022-10-26,116.79,117.41,115.53,116.99,128886765
2022-10-27,118.54,119.07,117.9,118.4,100962578
2022-10-28,117.75,117.94,117.44,117.77,79760009
2022-10-31,119.82,120.56,119.37,119.42,112838271
2022-11-01,117.85,118.24,117.61,117.81,106107279
2022-11-02,117.39,117.56,117.23,117.34,78519599
2022-11-03,116.23,116.84,115.82,116.36,110013496
2022-11-04,116.54,117.81,116.29,116.56,70140620
2022-11-07,121.67,122.39,121.25,121.56,196518817
2022-11-08,116.97,117.76,116.82,117.58,166803781
2022-11-09,118.59,119.45,118.15,119.07,112520366
2022-11-10,115.96,116.2,115.34,115.7,156025011
2022-11-11,114.82,114.92,114.22,114.76,87255132
2022-11-14,117.0,117.14,116.36,117.06,140090616
2022-11-15,117.24,117.27,116.92,117.23,82470785
2022-11-16,115.14,115.22,114.55,115.02,122178063
2022-11-17,113.39,114.13,113.19,113.58,91389991
2022-11-18,114.74,116.28,113.69,115.01,114247181
2022-11-21,113.61,113.93,113.42,113.54,101703859
2022-11-22,113.69,114.8,113.49,114.02,86113144
2022-11-23,114.29,114.34,114.14,114.15,54286764
2022-11-24,112.27,114.31,112.1,112.85,109831998
2022-11-25,117.69,118.16,116.86,117.33,179965437
2022-11-28,118.88,119.85,117.75,118.71,109429497
2022-11-29,114.58,115.54,113.89,114.49,181097311
2022-11-30,115.25,115.57,114.3,114.91,70446380
2022-12-01,114.15,114.48,113.05,113.59,100015537
2022-12-02,115.73,116.67,114.39,115.38,121529247
2022-12-05,113.15,113.99,113.09,113.78,111570837
2022-12-06,113.14,113.69,113.04,113.58,76765281
2022-12-07,114.43,114.98,114.39,114.65,112045799
2022-12-08,116.49,117.08,115.81,116.48,104284113
2022-12-09,114.2,114.58,113.5,114.03,146904595
2022-12-12,113.13,114.07,113.0,113.38,85451417
2022-12-13,112.51,112.53,111.9,112.45,85431610
2022-12-14,110.91,111.59,110.63,111.16,92147257
2022-12-15,114.58,114.92,114.47,114.79,166567928
2022-12-16,115.17,116.56,114.6,115.66,97907158
2022-12-19,114.49,115.0,112.95,114.81,88899992
2022-12-20,118.04,119.02,117.64,118.52,179357370
2022-12-21,124.67,126.28,124.26,125.04,224303497
2022-12-22,129.75,130.0,128.16,129.35,173703808
2022-12-23,127.43,128.58,127.11,127.8,94634940
2022-12-26,129.66,130.44,127.76,128.64,90257712
2022-12-27,133.83,134.95,133.55,133.64,194259034
2022-12-28,134.05,134.34,133.34,133.98,71246746
2022-12-29,136.78,137.62,135.68,137.14,119413996
2022-12-30,141.5,141.54,140.28,141.21,160695726
2023-01-02,138.67,139.3,137.53,138.91,121878945
2023-01-03,138.86,138.91,138.29,138.8,72177303
2023-01-04,131.98,132.34,130.93,130.98,260188495
2023-01-05,128.59,129.21,127.56,128.62,115371666
2023-01-06,128.52,128.63,127.92,128.08,85388113
2023-01-09,125.01,126.16,124.48,125.27,146213701
2023-01-10,129.03,129.12,127.63,129.04,146268743
2023-01-11,126.47,127.04,125.69,125.8,149625273
2023-01-12,124.61,125.31,124.54,124.85,86599097
2023-01-13,125.86,126.64,124.83,125.18,74250031
2023-01-16,128.78,129.48,128.48,128.51,152383989
2023-01-17,125.06,125.65,124.0,125.27,143496314
2023-01-18,128.2,128.9,127.56,127.96,128344669
2023-01-19,128.39,128.59,127.89,128.02,68306503
2023-01-20,126.05,126.81,125.35,125.81,112798025
2023-01-23,126.3,126.99,125.47,126.9,85103297
2023-01-24,127.12,128.87,126.73,127.4,84231388
2023-01-25,125.97,126.31,125.95,126.07,90572009
2023-01-26,126.23,126.38,125.96,126.26,76759218
2023-01-27,125.66,125.85,124.99,125.43,91213605
2023-01-30,125.79,125.87,124.84,125.72,60114034
2023-01-31,126.76,127.36,126.7,127.27,99770931
2023-02-01,131.14,131.6,130.01,130.99,167405833
2023-02-02,128.38,128.99,127.66,128.14,128256159
2023-02-03,133.42,133.95,133.14,133.2,185317668
2023-02-06,129.06,129.91,127.7,128.64,180515491
2023-02-07,128.65,129.83,128.13,128.33,80468874
2023-02-08,129.91,130.24,129.24,129.73,98971769
2023-02-09,130.4,131.15,130.19,130.43,78686454
2023-02-10,128.37,130.4,127.51,129.01,112422831
2023-02-13,128.73,128.99,127.36,128.57,91324165
2023-02-14,127.55,129.14,127.4,127.47,101481917
2023-02-15,126.27,126.27,126.06,126.16,99826336
2023-02-16,127.66,128.68,127.23,128.15,109411193
2023-02-17,128.59,129.06,128.46,129.01,81156327
2023-02-20,127.85,127.92,126.97,127.45,109225959
2023-02-21,129.56,130.17,129.35,129.57,122074378
2023-02-22,130.59,130.78,129.81,130.33,96178861
2023-02-23,132.3,132.48,131.58,132.29,118986741
2023-02-24,133.85,134.06,133.82,133.84,91314201
2023-02-27,132.27,132.71,130.64,131.89,121218296
2023-02-28,130.41,131.26,130.37,130.61,89495834
2023-03-01,132.46,132.57,131.95,132.42,106973965
2023-03-02,133.74,134.43,132.72,133.92,104242706
2023-03-03,133.74,134.27,132.53,133.91,82706730
2023-03-06,134.11,134.84,133.05,134.23,99017009
2023-03-07,137.49,137.51,137.22,137.4,145130683
2023-03-08,135.79,135.99,135.44,135.98,97803996
2023-03-09,137.89,138.64,136.29,137.37,102910595
2023-03-10,136.55,137.24,135.93,136.91,84176224
2023-03-13,136.34,136.44,136.01,136.42,75392487
2023-03-14,139.0,139.75,138.9,139.19,144441971
2023-03-15,141.92,142.91,140.17,141.31,116339297
2023-03-16,143.52,143.92,142.8,143.44,117801993
2023-03-17,147.35,147.36,146.7,146.89,147189686
2023-03-20,146.34,147.96,145.69,146.99,72019911
2023-03-21,148.97,149.77,147.25,148.85,113032843
2023-03-22,148.46,148.69,147.54,148.07,78297179
2023-03-23,149.02,149.47,148.82,148.98,81461068
2023-03-24,149.15,149.29,147.94,148.68,64166920
2023-03-27,148.75,149.02,148.65,148.98,76494779
2023-03-28,151.27,151.67,150.57,150.63,107605442
2023-03-29,149.5,149.55,148.31,148.47,115850761
2023-03-30,154.05,154.59,153.55,154.22,200112014
2023-03-31,151.29,151.54,151.16,151.49,122848222
2023-04-03,148.91,150.38,147.94,148.26,140108684
2023-04-04,152.15,152.87,150.61,151.43,124728712
2023-04-05,153.41,153.76,152.33,153.65,109477975
2023-04-06,155.24,156.38,155.16,155.43,108589131
2023-04-07,157.12,157.72,157.1,157.25,110058510
2023-04-10,156.63,158.47,156.07,157.26,64400198
2023-04-11,154.36,155.73,154.18,154.79,116120705
2023-04-12,154.58,155.21,153.84,155.05,59627869
2023-04-13,152.86,154.36,152.64,153.21,101291983
2023-04-14,155.96,156.09,155.48,155.97,130154890
2023-04-17,155.72,155.98,155.33,155.61,78533910
2023-04-18,154.07,154.55,152.48,153.36,116608665
2023-04-19,152.06,152.75,151.98,152.52,84267182
2023-04-20,154.16,154.46,153.68,153.71,91043598
2023-04-21,152.1,152.33,151.94,152.2,92399730
2023-04-24,149.99,150.13,149.89,150.01,118007189
2023-04-25,151.02,151.02,149.29,150.71,84707954
2023-04-26,150.91,151.75,150.5,151.42,85349245
2023-04-27,150.27,151.16,150.02,150.09,90237482
2023-04-28,148.95,149.65,148.75,148.87,75172440
2023-05-01,149.76,150.87,148.77,149.54,89454068
2023-05-02,145.86,147.72,144.81,145.74,144260107
2023-05-03,143.18,143.85,141.52,142.13,138873229
2023-05-04,140.08,141.31,139.4,140.35,112049151
2023-05-05,139.63,140.01,139.33,139.85,74580386
2023-05-08,140.42,141.5,139.96,140.68,93651222
2023-05-09,144.27,145.81,142.99,144.51,156481351
2023-05-10,146.52,147.2,145.65,146.8,121805153
2023-05-11,146.94,147.5,145.75,146.42,63738850
2023-05-12,147.04,147.46,145.68,146.42,76329475
2023-05-15,143.59,145.7,143.11,143.84,124784178
2023-05-16,143.48,144.23,142.48,143.84,63651031
2023-05-17,143.34,143.62,142.95,143.13,83150650
2023-05-18,143.77,145.08,143.56,144.01,71635076
2023-05-19,142.19,142.32,141.74,141.92,115971386
2023-05-22,143.39,143.4,143.2,143.3,88817779
2023-05-23,146.68,147.78,146.09,147.35,143994755
2023-05-24,147.79,147.88,146.53,147.11,59570454
2023-05-25,149.02,149.75,146.93,148.22,99249075
2023-05-26,149.84,151.02,148.87,150.12,101754100
2023-05-29,148.91,149.2,147.67,149.08,100689388
2023-05-30,149.86,149.88,148.96,149.73,75936859
2023-05-31,149.96,150.66,148.97,149.81,54508903
2023-06-01,150.42,150.75,149.3,150.12,64085342
2023-06-02,148.98,149.64,147.78,148.09,119498050
2023-06-05,148.12,148.33,147.3,148.2,67599894
2023-06-06,149.22,150.86,149.06,149.58,91449604
2023-06-07,152.95,154.64,152.71,153.58,151445331
2023-06-08,155.96,157.57,155.35,156.3,126142698
2023-06-09,162.51,163.73,161.45,162.53,199120590
2023-06-12,161.21,161.38,159.23,160.35,120876804
2023-06-13,162.68,163.48,162.22,162.94,114294127
2023-06-14,163.63,164.48,163.35,163.52,67292112
2023-06-15,170.14,170.66,168.71,170.15,188961045
2023-06-16,168.34,169.88,167.06,167.74,113705246
2023-06-19,166.53,167.09,164.48,165.27,105704073
2023-06-20,163.29,163.95,161.97,163.55,92058173
2023-06-21,157.23,159.16,156.26,157.46,189362359
2023-06-22,156.51,156.99,155.56,156.03,95128817
2023-06-23,154.27,154.84,153.93,153.95,109082937
2023-06-26,155.27,155.51,154.2,154.42,69954483
2023-06-27,155.69,156.7,154.79,155.42,85086884
2023-06-28,160.63,162.06,160.29,160.8,166997872
2023-06-29,163.92,163.94,163.24,163.63,128745746
2023-06-30,162.52,163.14,161.97,161.99,106715503
2023-07-03,159.83,160.2,159.0,159.44,101990133
2023-07-04,161.15,161.69,160.9,160.9,88053305
2023-07-05,157.67,159.26,156.83,157.17,128831058
2023-07-06,163.06,163.17,162.4,162.49,166642958
2023-07-07,166.71,167.02,165.95,166.02,134010583
2023-07-10,165.0,165.15,164.37,164.68,80695850
2023-07-11,159.64,160.8,159.44,159.72,155823789
2023-07-12,163.78,164.58,162.4,163.71,136589066
2023-07-13,164.02,165.0,162.97,163.42,73736909
2023-07-14,166.75,167.71,166.5,167.16,138560284
2023-07-17,150.15,150.94,149.46,149.98,300000000
2023-07-18,148.24,148.82,148.0,148.42,101128943
2023-07-19,148.49,149.37,147.61,148.48,63375450
2023-07-20,149.22,149.75,148.37,148.65,67954652
2023-07-21,147.58,148.31,147.41,147.49,104591348
2023-07-24,149.22,149.79,148.87,149.2,113676134
2023-07-25,145.81,147.45,144.66,146.41,116007714
2023-07-26,146.4,147.5,145.25,146.07,80303489
2023-07-27,146.72,146.95,145.56,146.43,80798023
2023-07-28,148.8,148.99,147.74,147.84,87586907
2023-07-31,149.65,150.79,148.36,149.79,114562269
2023-08-01,146.93,147.34,145.2,146.83,141958054
2023-08-02,142.98,143.31,142.42,142.88,144014149
2023-08-03,146.94,148.53,145.88,146.25,132937556
2023-08-04,147.13,147.64,145.8,147.17,94533190
2023-08-07,145.36,146.04,144.85,145.24,110385695
2023-08-08,149.67,149.71,148.81,149.4,160277472
2023-08-09,149.84,150.04,149.29,149.76,76768167
2023-08-10,152.81,154.18,152.68,153.01,137795506
2023-08-11,153.34,153.72,152.88,153.25,60686776
2023-08-14,159.6,160.03,157.51,159.08,193291173
2023-08-15,163.73,165.12,163.12,164.24,176861147
2023-08-16,163.62,163.92,162.68,163.56,77905830
2023-08-17,166.14,167.19,165.94,166.49,122481728
2023-08-18,169.09,169.97,166.74,168.49,91987569
2023-08-21,171.95,174.44,171.16,172.74,149576036
2023-08-22,169.53,171.56,167.39,169.82,125127096
2023-08-23,172.17,173.12,171.73,171.98,106057405
2023-08-24,176.16,176.36,174.37,175.34,136775022
2023-08-25,169.89,170.16,168.23,169.93,163125532
2023-08-28,166.12,166.65,165.1,166.4,137512582
2023-08-29,161.35,162.01,160.05,160.45,173628919
2023-08-30,159.02,160.41,158.65,159.72,80717772
2023-08-31,160.78,162.32,160.69,161.84,106955074
2023-09-01,166.55,166.69,164.13,166.33,154886815
2023-09-04,166.35,166.84,165.1,166.6,68717187
2023-09-05,171.08,171.82,170.87,171.61,159229305
2023-09-06,167.8,169.15,167.06,167.45,150824160
2023-09-07,162.56,162.96,161.56,162.44,159148685
2023-09-08,162.05,162.92,161.97,162.33,55863602
2023-09-11,162.87,164.04,162.62,163.5,103338401
2023-09-12,163.88,164.85,163.14,163.46,78465233
2023-09-13,157.84,157.98,157.32,157.53,173056098
2023-09-14,157.28,158.35,157.01,157.33,76147504
2023-09-15,154.57,154.88,153.24,153.72,135880963
2023-09-18,155.13,156.14,154.85,155.63,107729233
2023-09-19,155.99,157.12,155.7,156.71,90699893
2023-09-20,153.81,154.58,153.78,154.13,117247885
2023-09-21,152.73,153.7,151.87,152.75,88570288
2023-09-22,150.02,150.04,149.88,149.91,120400842
2023-09-25,149.68,150.02,148.35,149.79,61793173
2023-09-26,152.59,153.89,151.47,152.43,115238534
2023-09-27,149.24,149.98,148.56,149.8,121198958
2023-09-28,151.86,153.84,150.71,151.21,90454571
2023-09-29,149.78,150.24,149.33,149.82,101231100
2023-10-02,148.23,149.54,146.72,147.74,122641720
2023-10-03,147.65,148.21,145.92,147.5,67010304
2023-10-04,145.02,145.29,142.55,144.82,126474048
2023-10-05,143.67,144.6,142.67,143.43,101105491
2023-10-06,140.6,141.07,140.25,140.41,137605058
2023-10-09,145.79,145.89,145.47,145.51,180046974
2023-10-10,146.22,147.12,145.43,145.64,75401481
2023-10-11,143.95,144.1,143.49,143.86,109292345
2023-10-12,144.77,145.38,143.99,144.46,69745555
2023-10-13,144.17,144.63,143.77,144.21,78905947
2023-10-16,144.3,144.73,143.62,143.68,85243593
2023-10-17,145.03,146.54,144.89,145.32,96351213
2023-10-18,148.16,148.45,147.25,147.36,110931442
2023-10-19,145.99,146.88,145.85,146.01,101255197
2023-10-20,143.92,144.87,143.11,144.54,96697129
2023-10-23,143.93,144.79,143.45,143.87,89811771
2023-10-24,137.79,138.5,135.77,138.08,215670486
2023-10-25,134.74,134.83,133.96,134.4,145628002
2023-10-26,137.52,137.8,137.39,137.79,134313476
2023-10-27,141.78,142.53,141.77,141.97,163643708
2023-10-30,140.58,141.84,140.31,141.38,85517554
2023-10-31,142.7,142.99,141.9,142.9,98466815
2023-11-01,142.7,144.05,142.02,143.74,96817344
2023-11-02,151.26,152.66,150.67,151.98,232237359
2023-11-03,155.48,155.82,154.81,155.12,136809118
2023-11-06,155.18,155.74,154.06,154.81,67994416
2023-11-07,152.41,152.7,151.17,152.22,133770828
2023-11-08,147.49,149.2,147.03,147.92,173057563
2023-11-09,148.49,148.81,147.85,148.51,72914174
2023-11-10,146.54,146.71,145.85,146.55,104265535
2023-11-13,142.39,143.55,142.02,142.88,153495164
2023-11-14,141.91,142.92,140.76,141.27,99307609
2023-11-15,138.96,140.18,138.23,138.59,126834946
2023-11-16,142.81,144.0,142.36,142.91,163820180
2023-11-17,145.25,146.17,144.92,145.24,102346080
2023-11-20,145.35,145.75,144.68,145.26,66884857
2023-11-21,148.31,151.14,147.75,149.23,146288993
2023-11-22,149.37,149.9,148.48,149.48,67915010
2023-11-23,146.92,147.36,146.4,147.22,126192255
2023-11-24,150.91,152.53,150.64,151.36,144216017
2023-11-27,152.75,154.42,151.94,152.88,104673513
2023-11-28,150.91,152.47,150.08,150.1,122441327
2023-11-29,149.92,150.83,148.97,149.63,74161223
2023-11-30,147.08,148.09,146.96,147.34,121783215
2023-12-01,144.0,144.43,143.22,143.76,147089995
